FIPS,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4
17027,1.4614503,2.533232,2.9675455,-1.4951477
17029,1.1684198,3.7561533,3.9600272,-2.8298135
17031,-7.0586305,13.441301,7.3206635,0.69962585
17033,1.8764837,3.3344784,4.326283,-2.7949452
17037,0.9767828,3.1078196,3.7354937,-1.3881758
17041,1.0926335,3.1275506,4.3220086,-2.869545
17043,0.82886934,4.257654,4.712151,-0.73247075
17045,1.3710625,3.5591931,3.9081872,-2.8946433
17049,1.6780224,3.7843833,4.048302,-2.5495863
17051,1.0323007,2.512588,2.702669,-1.7854656
17055,0.74731225,2.2450144,2.3325799,-1.7298952
17057,1.2518737,2.512282,3.2207363,-1.7049023
17061,1.2805248,1.384395,2.7074373,-1.5925852
17063,1.2870402,2.8774786,3.2982898,-1.2175279
17067,1.3244474,2.8162956,3.3345826,-1.8723441
17073,1.3846314,3.1929066,3.9153204,-2.1517012
17075,1.5177658,2.2307053,3.2409372,-1.9231135
17077,0.9156039,3.707738,4.7341638,-2.7088437
17081,1.413933,3.5363772,3.7201514,-2.450447
17083,0.9384061,2.1472566,2.1536617,-1.5976118
17085,1.5544388,3.2284892,4.452516,-2.1708257
17087,1.1825714,1.9132625,2.6495275,-1.4217664
17089,0.9034046,3.217146,3.525011,-1.0702858
17091,1.1221051,2.9511135,3.6458201,-1.7942334
17093,0.9672462,1.948519,2.0073295,-0.65230966
17095,1.3473505,3.499081,4.5283475,-2.5211859
17097,0.88762367,3.6734562,4.2717175,-0.7959807
17099,1.1055982,2.8306313,3.5128288,-1.6040603
17103,1.1590128,2.9011183,3.523978,-1.8429524
17105,1.773688,3.147271,4.335281,-2.183549
17107,1.2411768,3.4021316,3.5867305,-2.296143
17109,1.4443389,3.7284904,4.8898625,-2.8026667
17111,1.0340974,2.5839038,3.091293,-0.78451324
17113,1.5320907,4.383072,4.6894345,-2.3495774
17115,1.1197841,3.7703972,4.3605022,-2.6660552
17117,1.1257504,2.3744538,2.7991753,-1.388481
17119,0.9425757,3.139383,3.296233,-1.7047325
17123,1.8760128,2.6786003,4.7117476,-0.8527883
17129,1.4710443,2.5789893,3.8695152,-1.6075376
17133,1.1896517,2.4816644,2.975108,-1.1350479
17135,1.1637549,3.0350027,3.349149,-2.1227186
17137,1.4368732,3.6396284,3.4283085,-2.5138094
17139,0.72459304,3.1568701,4.4079213,-2.9722714
17141,1.1519876,2.856473,3.3581574,-1.5208058
17143,1.3705443,4.089545,4.90352,-2.4811716
17145,1.0049872,2.6370392,2.8632169,-2.0284371
17149,1.6415842,2.5887756,3.081574,-1.9590594
17157,1.2029673,2.7172308,3.310133,-2.2338572
17159,1.2138536,3.2460947,3.751583,-2.7499142
17161,1.2510817,3.8526554,4.590492,-2.5212932
17163,0.8948641,3.4316773,3.9033818,-1.8806359
17165,0.9997858,2.6731372,3.7799013,-2.4886928
17167,1.4011098,4.0755005,4.828423,-2.3394656
17173,1.492171,3.0878,3.237204,-2.334678
17177,1.410435,3.6570864,4.544368,-2.3119526
17179,1.3703392,3.6095893,3.7277148,-2.1591058
17181,1.2603396,2.531333,4.5072975,-2.2970953
17183,1.0912225,3.5647836,4.1253953,-2.607009
17187,1.7215879,3.590537,4.5547338,-2.607239
17189,1.9313843,1.9255539,3.5876198,-1.5710098
17191,1.0967896,2.7253788,3.3893895,-2.057443
17193,1.2399588,2.769541,4.5973954,-2.170379
17195,1.4920217,3.499216,3.859193,-2.3066225
17197,0.54151005,2.7674725,2.8093493,-0.6059631
17199,1.120949,3.0008347,3.1928446,-1.9775926
17201,0.89546,3.626975,4.339376,-2.0791583
17203,1.9240797,3.5578425,4.755199,-1.1395288
18001,0.1259004,2.6269472,3.1517081,-2.5526035
18003,0.6809442,3.9237282,3.5389254,-2.0745847
