fips,state_abbr,min_wage_2023
29195,MO,12.0
29207,MO,12.0
29205,MO,12.0
29217,MO,12.0
29229,MO,12.0
29199,MO,12.0
29211,MO,12.0
29215,MO,12.0
29203,MO,12.0
29227,MO,12.0
29197,MO,12.0
31007,NE,10.5
30013,MT,9.95
31001,NE,10.5
31045,NE,10.5
31043,NE,10.5
30085,MT,9.95
31041,NE,10.5
31037,NE,10.5
30031,MT,9.95
31019,NE,10.5
30077,MT,9.95
30101,MT,9.95
30057,MT,9.95
30017,MT,9.95
30005,MT,9.95
30009,MT,9.95
31033,NE,10.5
30001,MT,9.95
30079,MT,9.95
30015,MT,9.95
31047,NE,10.5
30081,MT,9.95
31035,NE,10.5
30039,MT,9.95
30029,MT,9.95
30087,MT,9.95
31031,NE,10.5
31039,NE,10.5
30007,MT,9.95
31023,NE,10.5
31027,NE,10.5
30053,MT,9.95
30083,MT,9.95
31003,NE,10.5
30047,MT,9.95
30043,MT,9.95
30061,MT,9.95
31011,NE,10.5
31053,NE,10.5
30041,MT,9.95
30035,MT,9.95
30105,MT,9.95
30003,MT,9.95
31051,NE,10.5
30073,MT,9.95
31025,NE,10.5
30023,MT,9.95
30067,MT,9.95
31013,NE,10.5
31029,NE,10.5
30045,MT,9.95
30091,MT,9.95
30033,MT,9.95
31021,NE,10.5
30011,MT,9.95
30025,MT,9.95
30109,MT,9.95
30027,MT,9.95
30021,MT,9.95
30055,MT,9.95
30059,MT,9.95
30075,MT,9.95
31005,NE,10.5
30051,MT,9.95
30071,MT,9.95
30069,MT,9.95
30099,MT,9.95
30103,MT,9.95
30037,MT,9.95
30095,MT,9.95
30089,MT,9.95
31049,NE,10.5
31015,NE,10.5
31009,NE,10.5
30019,MT,9.95
31017,NE,10.5
30097,MT,9.95
31141,NE,10.5
31055,NE,10.5
31095,NE,10.5
31139,NE,10.5
31153,NE,10.5
31075,NE,10.5
31119,NE,10.5
31081,NE,10.5
31131,NE,10.5
31071,NE,10.5
31155,NE,10.5
31123,NE,10.5
31105,NE,10.5
31103,NE,10.5
31079,NE,10.5
31127,NE,10.5
31061,NE,10.5
31151,NE,10.5
31077,NE,10.5
31085,NE,10.5
31067,NE,10.5
31143,NE,10.5
31121,NE,10.5
31069,NE,10.5
31091,NE,10.5
31111,NE,10.5
31115,NE,10.5
31137,NE,10.5
31135,NE,10.5
31145,NE,10.5
31107,NE,10.5
31133,NE,10.5
31083,NE,10.5
31117,NE,10.5
31129,NE,10.5
31089,NE,10.5
31149,NE,10.5
31097,NE,10.5
31057,NE,10.5
31147,NE,10.5
31093,NE,10.5
31099,NE,10.5
31101,NE,10.5
31125,NE,10.5
31065,NE,10.5
31059,NE,10.5
31113,NE,10.5
31063,NE,10.5
31073,NE,10.5
32003,NV,11.25
31169,NE,10.5
31177,NE,10.5
31185,NE,10.5
32001,NV,11.25
31175,NE,10.5
31161,NE,10.5
31181,NE,10.5
31165,NE,10.5
31179,NE,10.5
31183,NE,10.5
31159,NE,10.5
31167,NE,10.5
31171,NE,10.5
31163,NE,10.5
32031,NV,11.25
32023,NV,11.25
32005,NV,11.25
32015,NV,11.25
32019,NV,11.25
32013,NV,11.25
32007,NV,11.25
32017,NV,11.25
32033,NV,11.25
32011,NV,11.25
32027,NV,11.25
32021,NV,11.25
32029,NV,11.25
32009,NV,11.25
34003,NJ,14.13
33019,NH,7.25
34007,NJ,14.13
34017,NJ,14.13
34013,NJ,14.13
34021,NJ,14.13
34031,NJ,14.13
34027,NJ,14.13
34033,NJ,14.13
34039,NJ,14.13
34041,NJ,14.13
35006,NM,12.0
35025,NM,12.0
35015,NM,12.0
35035,NM,12.0
35017,NM,12.0
35005,NM,12.0
35009,NM,12.0
35028,NM,12.0
35023,NM,12.0
35007,NM,12.0
35037,NM,12.0
35041,NM,12.0
35003,NM,12.0
35029,NM,12.0
35021,NM,12.0
35019,NM,12.0
35011,NM,12.0
35033,NM,12.0
36001,NY,14.2
35055,NM,12.0
35057,NM,12.0
36003,NY,14.2
35051,NM,12.0
35059,NM,12.0
36027,NY,14.2
36013,NY,14.2
36017,NY,14.2
36007,NY,14.2
36011,NY,14.2
36015,NY,14.2
36021,NY,14.2
36023,NY,14.2
36025,NY,14.2
36019,NY,14.2
36045,NY,14.2
36041,NY,14.2
36031,NY,14.2
36035,NY,14.2
36037,NY,14.2
36039,NY,14.2
36033,NY,14.2
36053,NY,14.2
36055,NY,14.2
36049,NY,14.2
36059,NY,14.2
36057,NY,14.2
36063,NY,14.2
36065,NY,14.2
36083,NY,14.2
36089,NY,14.2
36093,NY,14.2
36115,NY,14.2
36119,NY,14.2
37001,NC,7.25
37003,NC,7.25
37007,NC,7.25
37009,NC,7.25
37011,NC,7.25
37015,NC,7.25
37017,NC,7.25
37019,NC,7.25
37021,NC,7.25
37023,NC,7.25
37025,NC,7.25
